Warehouse_Source,Country,code,description,category,subcategory,lean_fit,automation_potential,records,buyers,first_date,last_date,median_estimated_value,median_bidders,one_bidder_rows
United Kingdom,United Kingdom,73210000,Research consultancy services,Other,Research consultancy services,15,20,33,30,2023-08-08,2026-07-29,287500.0,,0
Ireland,Ireland,79800000.0,Printing and related services.,Other,Printing and related services.,15,20,28,24,2023-11-17,2026-03-31,400000.0,,0
United Kingdom,United Kingdom,71800000,Consulting services for water-supply and waste consultancy,Other,Consulting services for water-supply and waste consultancy,15,20,28,23,2023-10-03,2026-02-25,300000.0,,0
Ireland,Ireland,73200000.0,Research and development consultancy services.,Other,Research and development consultancy services.,15,20,28,16,2023-08-04,2026-01-27,120000.0,,0
United Kingdom,United Kingdom,39130000,Office furniture,Other,Office furniture,15,20,22,20,2023-08-04,2026-07-16,400000.0,,0
United Kingdom,United Kingdom,79413000,Marketing management consultancy services,Other,Marketing management consultancy services,15,20,18,15,2023-08-04,2026-06-24,1400000.0,,0
Canada federal,Canada,*81162000,*Cloud-based software as a service,Other,*Cloud-based software as a service,15,20,17,10,2023-10-19,2026-07-20,,,0
Canada federal,Canada,*56101700 *72153606,*Office furniture *Office furniture installation or reconfiguration service,Other,*Office furniture *Office furniture installation or reconfiguration service,15,20,15,12,2023-12-20,2026-06-12,,,0
Ireland,Ireland,39130000.0,Office furniture.,Other,Office furniture.,15,20,15,11,2023-08-21,2025-08-01,272000.0,,0
Canada federal,Canada,*56101500 *56101700,*Furniture *Office furniture,Other,*Furniture *Office furniture,15,20,17,7,2023-09-28,2026-07-28,,,0
Canada federal,Canada,*56100000 *56101700,*Accommodation furniture *Office furniture,Other,*Accommodation furniture *Office furniture,15,20,18,6,2023-11-14,2026-02-10,,,0
Canada federal,Canada,*JX7030,*ADP Software Maintenance - Other than Microcomputer,Other,*ADP Software Maintenance - Other than Microcomputer,15,20,19,1,2023-08-18,2026-06-08,,,0
Canada federal,Canada,*56101700 *56112100,*Office furniture *Seating,Other,*Office furniture *Seating,15,20,18,2,2023-08-30,2026-01-20,,,0
Canada federal,Canada,*24100000 *24120000 *24140000 *30100000 *30110000 *30140000 *30150000 *30160000 *30161700 *30170000 *30180000 *31000000 *31201600 *31201700 *39100000 *39110000 *40100000 *40150000 *43210000 *47110000 *47130000 *52100000 *52130000 *56000000 *56100000 *56110000,*Material handling machinery and equipment *Packaging materials *Packing supplies *Structural components and basic shapes *Concrete and cement and plaster *Insulation *Exterior finishing materials *Interior finishing materials *Flooring *Doors and windows and glass *Plumbing fixtures *Manufacturing Components and Supplies *Adhesives *Sealants *Lamps and lightbulbs and lamp components *Lighting Fixtures and Accessories *Heating and ventilation and air circulation *Industrial pumps and compressors *Computer Equipment and Accessories *Industrial laundry and dry cleaning equipment *Cleaning and janitorial supplies *Floor coverings *Window treatments *Furniture and Furnishings *Accommodation furniture *Commercial and industrial furniture,Other,*Material handling machinery and equipment *Packaging materials *Packing supplies *Structural components and basic shapes *Concrete and cement and plaster *Insulation *Exterior finishing materials *Interior finishing materials *Flooring *Doors and windows and glass *Plumbing fixtures *Manufacturing Components and Supplies *Adhesives *Sealants *Lamps and lightbulbs and lamp components *Lighting Fixtures and Accessories *Heating and ventilation and air circulation *Industrial pumps and compressors *Computer Equipment and Accessories *Industrial laundry and dry cleaning equipment *Cleaning and janitorial supplies *Floor coverings *Window treatments *Furniture and Furnishings *Accommodation furniture *Commercial and industrial furniture,15,20,15,1,2024-09-09,2024-09-09,,,0
Ireland,Ireland,50300000.0,"Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment.",Other,"Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment.",15,20,8,7,2024-05-24,2026-03-30,600000.0,,0
Ireland,Ireland,30120000.0,Photocopying and offset printing equipment.,Other,Photocopying and offset printing equipment.,15,20,7,7,2024-12-23,2025-10-14,185000.0,,0
Canada federal,Canada,*56101504 *56101700,*Chairs *Office furniture,Other,*Chairs *Office furniture,15,20,8,6,2023-09-01,2025-11-28,,,0
Canada federal,Canada,*81111500,*Software or hardware engineering,Other,*Software or hardware engineering,15,20,7,5,2023-08-30,2026-03-03,,,0
United Kingdom,United Kingdom,50300000,"Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment",Other,"Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment",15,20,6,6,2023-12-08,2025-12-03,250000.0,,0
Ireland,Ireland,79413000.0,Marketing management consultancy services.,Other,Marketing management consultancy services.,15,20,5,5,2024-01-01,2025-08-11,100000.0,,0
