micro_niche,warehouse_source,country,route,currency,records,buyers,repeat_buyers,repeat_buyer_rate,median_estimated_value,compatible_award_rows,p25_award_value,median_award_value,p75_award_value,bidder_rows,median_bidders,single_bid_pct,supplier_count,top_supplier_share_pct,hhi,historical_spm_score
Annual report / publication layout-production,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,8,8,0,0.0,1125000.0,10000.0,20000.0,162500000.0,31,22.5,70.97,153,6.45,303.52,55.69
Video production / editing / motion,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,3,1,1,100.0,,62850.16,62850.16,62850.16,0,,,1,100.0,10000.0,55.43
Data entry / document indexing,France,FRANCE,OPEN_PUBLIC,EUR,6,6,0,0.0,,193000.0,193000.0,193000.0,0,,,1,100.0,10000.0,55.32
Promotional merchandise / branded goods,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,15,15,0,0.0,400000.0,300000.0,700000.0,1950000.0,17,12.0,0.0,18,17.65,800.46,54.75
WordPress / Drupal / CMS implementation,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,5,5,0,0.0,,313410.9375,350190.625,386970.3125,0,,,2,50.0,5000.0,54.08
Software licence renewal / licensing,Ireland,IRELAND,COMPETITIVE_OTHER,EUR,4,2,1,50.0,7000000.0,556553.97,1414272.5,3407055.0,1,6.0,0.0,2,75.0,6250.0,53.88
Promotional merchandise / branded goods,Ireland,IRELAND,OPEN_PUBLIC,EUR,6,6,0,0.0,625000.0,471000.0,500000.0,575000.0,3,10.0,0.0,6,55.56,3703.7,52.18
Social media / community management,Germany,GERMANY,COMPETITIVE_OTHER,EUR,7,7,0,0.0,268000.0,425.63,710.08,3810355.04,5,4.5,0.0,4,40.0,2800.0,51.8
Video production / editing / motion,Quebec,CANADA - QUEBEC,OPEN_PUBLIC,CAD,4,4,0,0.0,,81600.0,85050.0,189875.0,4,13.0,0.0,3,50.0,3750.0,51.33
Subtitling / captioning,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,3,3,0,0.0,15000.0,240000.0,240000.0,240000.0,1,7.0,0.0,4,66.67,4814.81,50.52
Annual report / publication layout-production,Ireland,IRELAND,OPEN_PUBLIC,EUR,3,3,0,0.0,120000.0,33000.0,38000.0,502492.0,3,6.0,33.33,3,33.33,3333.33,49.62
WordPress / Drupal / CMS implementation,Canada federal,CANADA,OPEN_PUBLIC,CAD,3,3,0,0.0,,101089.8,101089.8,101089.8,0,,,1,100.0,10000.0,49.62
Annual report / publication layout-production,Germany,GERMANY,OPEN_PUBLIC,EUR,9,0,0,0.0,,,,,0,,,,,,49.61
Media / press monitoring,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,4,4,0,0.0,,43851.0,50034.0,56217.0,0,,,4,25.0,2500.0,49.33
Document scanning / digitization / OCR,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,4,4,0,0.0,146000000.0,373969.54,534939.08,52791122.54,3,6.0,0.0,3,33.33,3333.33,49.33
Media / press monitoring,Ireland,IRELAND,COMPETITIVE_OTHER,EUR,4,4,0,0.0,350000.0,50900.0,51800.0,52700.0,1,4.0,0.0,3,50.0,3750.0,49.33
WordPress / Drupal / CMS implementation,Germany,GERMANY,COMPETITIVE_OTHER,EUR,9,5,0,0.0,420168.07,10106630.63,10106630.63,10106630.63,1,3.0,0.0,3,33.33,3333.33,49.32
Web accessibility / WCAG audit-remediation,Ireland,IRELAND,OPEN_PUBLIC,EUR,3,3,0,0.0,650000.0,987500.0,1325000.0,1662500.0,2,5.5,0.0,2,50.0,5000.0,48.52
SaaS / cloud software subscription,Ireland,IRELAND,OPEN_PUBLIC,EUR,4,4,0,0.0,850000.0,120443.5,140887.0,161330.5,2,3.0,50.0,2,50.0,5000.0,47.73
Document-management software licensing,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,4,4,0,0.0,,220262.5,340765.0,461267.5,2,5.0,0.0,2,50.0,5000.0,47.73
Website maintenance / hosting / support,Ireland,IRELAND,COMPETITIVE_OTHER,EUR,3,3,0,0.0,225000.0,212500.0,225000.0,237500.0,2,8.0,0.0,1,100.0,10000.0,47.62
Web accessibility / WCAG audit-remediation,Germany,GERMANY,OPEN_PUBLIC,EUR,5,1,0,0.0,,,,,0,,,,,,47.41
SaaS / cloud software subscription,Germany,GERMANY,OPEN_PUBLIC,EUR,15,1,0,0.0,,,,,1,3.0,0.0,1,100.0,10000.0,47.08
Promotional merchandise / branded goods,France,FRANCE,COMPETITIVE_OTHER,EUR,7,7,0,0.0,,,,,0,,,,,,46.8
Mailing / fulfilment / routing,Ireland,IRELAND,OPEN_PUBLIC,EUR,4,4,0,0.0,787500.0,1250000.0,1250000.0,1250000.0,1,6.0,0.0,1,100.0,10000.0,46.63
Video production / editing / motion,France,FRANCE,COMPETITIVE_OTHER,EUR,4,4,0,0.0,,,,,0,,,,,,44.33
Web accessibility / WCAG audit-remediation,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,3,3,0,0.0,,,,,0,,,,,,43.52
LMS / e-learning platform software,Ireland,IRELAND,COMPETITIVE_OTHER,EUR,3,3,0,0.0,187500.0,211000.0,211000.0,211000.0,1,12.0,0.0,1,100.0,10000.0,42.22
Promotional merchandise / branded goods,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,3,3,0,0.0,,115000.0,140000.0,270000.0,2,2.5,50.0,2,66.67,5555.56,42.22
Document scanning / digitization / OCR,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,3,3,0,0.0,,,,,0,,,3,33.33,3333.33,40.82
Media / press monitoring,Germany,GERMANY,COMPETITIVE_OTHER,EUR,3,2,0,0.0,0.1,,,,0,,,,,,40.19
Document-management software licensing,Canada federal,CANADA,OPEN_PUBLIC,CAD,3,3,0,0.0,,,,,0,,,,,,39.22
LMS / e-learning platform software,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,3,3,0,0.0,,,,,0,,,,,,37.22
Promotional merchandise / branded goods,Ireland,IRELAND,COMPETITIVE_OTHER,EUR,3,3,0,0.0,3500000.0,854250.0,1658500.0,2462750.0,1,14.0,0.0,3,50.0,3750.0,36.72
